Timestamp,Matches Viewers Stream,Matches Viewers Self,Matches Link,Matches League Image Url,Matches League Active,Matches League Has Ticket,Matches League Itemdef,Matches League Slug,Matches League Name,Matches League Id,Matches League League Id,Matches Team2 Logo Url,Matches Team2 Team Id,Matches Team2 Team Tag,Matches Team2 Team Name,Matches Team2 Score,Matches Team2 Country Code,Matches Series Type,Matches Timediff,Matches Status,Matches Starttime Unix,Matches Starttime,Matches Comment,Matches Team1 Team Id,Matches Team1 Logo Url,Matches Team1 Team Tag,Matches Team1 Team Name,Matches Team1 Score,Matches Team1 Country Code
1447879122,,2,http://dailydota2.com/match/u2xfb8y,/images/leagues/frankfurt-major-2015.png,1,1,16731,,Frankfurt Major 2015,572,3671,/images/logos/teams/lgd-gaming.png,15,LGD,LGD-GAMING,0,cn,3,58900,0,1447938000,2015-11-19 14:00:00,,4,/images/logos/teams/ehome.png,EHOME,EHOME,0,cn
