Timestamp,Matches Timediff,Matches Viewers Stream,Matches Viewers Self,Matches Link,Matches Team1 Team Tag,Matches Team1 Score,Matches Team1 Team Name,Matches Team1 Country Code,Matches Team1 Team Id,Matches Team1 Logo Url,Matches Comment,Matches Status,Matches Team2 Team Tag,Matches Team2 Team Name,Matches Team2 Score,Matches Team2 Logo Url,Matches Team2 Country Code,Matches Team2 Team Id,Matches Series Type,Matches Starttime Unix,Matches League Name,Matches League Has Ticket,Matches League Image Url,Matches League Active,Matches League Id,Matches League League Id,Matches League Slug,Matches League Itemdef,Matches Starttime
1446848430,-10739,,0,http://dailydota2.com/match/etursrx,OG,1,OG Dota2,,2586976,/images/logos/teams/ogdota2.png,,1,Na`Vi,Natus Vincere,1,/images/logos/teams/natusvincere.png,ua,36,3,1446837686,SLTV Star Series 13,1,/images/leagues/sltv-star-series-13.png,0,583,3902,,16736,2015-11-06 20:21:26
1446848430,-622,,0,http://dailydota2.com/match/bbnvlls,DC,0,Digital Chaos,us,2512249,/images/logos/teams/digitalchaos.png,,1,ROOT,ROOT-gaming.com,0,/images/logos/teams/root-gamingcom.png,us,1718551,5,1446847803,The Summit 4,1,/images/leagues/the-summit-4.png,0,563,3781,,16738,2015-11-06 23:10:03
