Timestamp,Matches Starttime Unix,Matches Team2 Team Name,Matches Team2 Score,Matches Team2 Team Tag,Matches Team2 Logo Url,Matches Team2 Team Id,Matches Team2 Country Code,Matches Series Type,Matches League Id,Matches League Active,Matches League Image Url,Matches League Has Ticket,Matches League Name,Matches League Itemdef,Matches League Slug,Matches League League Id,Matches Starttime,Matches Link,Matches Viewers Self,Matches Viewers Stream,Matches Timediff,Matches Status,Matches Comment,Matches Team1 Country Code,Matches Team1 Team Id,Matches Team1 Logo Url,Matches Team1 Team Tag,Matches Team1 Team Name,Matches Team1 Score
1446852933,1446847803,ROOT-gaming.com,0,ROOT,/images/logos/teams/root-gamingcom.png,1718551,us,5,563,0,/images/leagues/the-summit-4.png,1,The Summit 4,16738,,3781,2015-11-06 23:10:03,http://dailydota2.com/match/bbnvlls,0,,-5122,1,,us,2512249,/images/logos/teams/digitalchaos.png,DC,Digital Chaos,1
